,userId,tag
5005,88773,"black comedy,Christmas,heist"
5010,88820,Penelope Cruz
5011,88821,"wes craven thriller,Nudity (Topless - Notable),time travel"
5024,89059,"mediocre,good movie nobody saw,good movie nobody saw,not a war movie.,good movie nobody saw"
5026,89080,"This movie will induce vomitting,DreamDONTcatch!"
5032,89212,"twist ending,great story,oscar winner,tom hanks,actors and acting,director-screenwriter,oscar winner,Stanley Kubrick,Jodie Foster,space travel,David Fincher,psychological,great ending,David Lynch,Mindfuck,Naomi Watts,true story,based on a true story,touching,Edward Norton,Christopher Nolan,philosophical issues,space,time travel,biography,emotional"
5040,89307,Bergman/Rossellini
5042,89330,"cheesy,computers,hackers,high school,internet,appreciating diversity,cross dressing,homophobia,queer,atmospheric,sci-fi,space,stylized,sword fight,war,aliens,Egypt,Kurt Russell,sci-fi,bittersweet,classic,historical,inspirational,Oscar (Best Picture),romance,vietnam war,Denis Leary,dystopia,funny,Sandra Bullock,sci-fi,adventure,dinosaurs,tense,flooded sets,black and white,overrated,thought provoking,comedy,fashion,high school,teen,unlikely favorites,campy,futuristic,humorous,sci-fi,stylized,surreal,distorted reality,hallucination,horror,Nudity (Topless),Paul W.S. Anderson,sci-fi,tense,violent,neo-noir,unrealistic,flooded sets,black comedy,bowling,cult film,dark comedy,marijuana,quirky,satirical,David Bowie,maze,muppets,Nostalgia,surreal,coming of age,high school,teen,alternate reality,black comedy,haunted house,surreal,weird,bad acting,claustrophobic,cult film,existentialism,low budget,mathematics,mindfuck,nihilism,paranoia,psychological,weird,surreal,black and white,heartwarming,poignant,satire,stylized,surreal,whimsical,off-beat comedy,quirky,satire,workplace,artificial intelligence,cult film,philosophical,philosophy,sci-fi,stylized,surreal,thought-provoking,virtual reality,action,based on a TV show,big budget,comedy,steampunk,subgenre:cop buddies,creepy,disturbing,Handycam,Interesting,original,scary,unsteady-cam,witch,bad science,cliche,expository dialogue,plot driven,sci-fi,space,superficial,food,quirky,slow,Cheesy,football,good story,inspirational,inspiring,racism,sports,androids,bad science,colonialism,enigmatic,love plot,mars,sci-fi,alien invasion,computer animation,post-apocalyptic,sci-fi,visually stunning,weak characters,dystopia,evolution,post-apocalyptic,rebellion,remake,slavery,space,space travel,violence,childish,ensemble cast,jay and silent bob,marijuana,unfunny,original,Crossdressing,blaxploitation,atmospheric,M. Night Shyamalan,Mel Gibson,religious overtones,scary,suspenseful,tense,college,drinking,drugs,funny,narrated,queer,social commentary,witty,death,gore,premonition,sadistic,violent,Michael Crichton,John Cusack,multiple personalities,silly,twist ending,hard to watch,reality TV,Worst movie ever,futuristic,post-apocalyptic,thought-provoking,virus,zombies,sci-fi,bittersweet,dreamlike,nonlinear,philosophy,psychology,surreal,thought-provoking,based on a book,clever,High School,manipulation,revenge,suprisingly clever,boring,flooded sets,awkward,dry humor,high school,nerds,off-beat comedy,quotable,funny,obscure sports,parody,Buddy movie,Neil Patrick Harris,race issues,road trip,stoner comedy,stupid,farce,satire,Simon Pegg,spoof,zombies,disjointed timeline,ghost story,ghosts,japan,scary,superficial,big bad government,not as good as the original,psychological,dystopia,future,Scarlett Johansson,crude humor,funny,marijuana,nerds,romantic comedy,slackers,social angst,virginity,comedy,identity crisis,restaurant,workplace,dystopia,heroine in tight suit,stylized,visually appealing,not as good as the first,blood,claustrophobic,tense,twist ending,1970s,coming of age,father-son relationship,good direction,homosexuality,MISFITS AND OUTSIDERS,brutal,controversial,disturbing,torture,Tough to watch,colorful,comic book,dystopia,sci-fi,stupid,stylized,visually appealing,comic book,dystopia,philosophy,politics,terrorism,thought-provoking,visually appealing,atmospheric,stylized,college,got bored & turned it off,preachy,slackers,implausible plot elements,paradox,sci-fi,time travel,unsatisfying,action,atmospheric,based on a comic,blood,Frank Miller,narrated,rape,sexualized violence,stylized,sword fight,dark,isolation,madness,psychology,space,John Cusack,Stephen King,obvious,pingpong,feel-good,mental illness,psychology,slow,small town,social angst,touching,disease,dogs,post-apocalyptic,religion,zombies,""found footage"",city under attack,feeling of helplessness,mockumentary,monster,New York City,shallow,unsteady-cam,end of the world,weak writing,bromantic,buddy movie,Stoner Movie,unfunny,claustrophobic,found footage,isolation,zombies,good concept,cannibalism,dark,depressing,dystopia,emotional,post-apocalyptic,too long,artificial intelligence,bad acting,bad script,effects,franchise,futuristic,post-apocalyptic,sci-fi,sequel,mockumentary,satire,sci-fi,social commentary,underdog,Anna Faris,Chris O'Dowd,off-beat,surreal,time travel,amnesia,atmospheric,blood,Dennis Quaid,future,horror,insanity,mutation,post-apocalyptic,sci-fi,space,twist ending,dry humor,alternate reality,androids,cliche,dystopia,future,predictable,sci-fi,special effects,technology,thought-provoking,Bill Murray,comedy,dark humor,funny,hollywood,love plot,post-apocalyptic,teen,zombies,airport,loneliness,misanthrope,3D,superficial,visually appealing,broken lizard,restaurant,claustrophobic,dialogue driven,experiment,group psychology,quirky,marijuana,Robert Downey Jr.,unoriginal,Zach Galifianakis,futuristic,lacks depth,music,sci-fi,superficial,virtual reality,visually appealing,beautiful,bittersweet,detail,pointless,poor plot,romance,unrealistic,aliens,Atheism,nihilism,alien invasion,British,gangsters,ghetto,Not funny,clever,death/fatality,funny,gore,original plot,weird,allegory,predictable,religious overtones,scifi,technology,Paul Rudd,predictable,social angst,Understated charm,depressing,aliens,cyberpunk,dystopia,espionage,future,memory,remake,robots,Sci-fi,visually appealing,election,exaggerated,funny,politics,satire,bad science,clever,future,original,sci-fi,time travel,not funny,Creature Feature,flooded sets,gore,physical effects,sharks,bad acting,expository dialogue,franchise,gore,nonlinear,parallel universe,surreal,humor"
5047,89392,"time travel,alternate reality,stephen king,Uwe Boll Sucks,superhero"
5048,89442,"action,comedy,cult film,dark comedy,drugs,Mafia,multiple storylines,nonlinear,organized crime,pop culture references,Quentin Tarantino,Samuel L. Jackson,violence,Can't remember,animation,halloween,musical,Nicole Kidman,Berlin,poetic,animation,anime,cyberpunk,dystopia,Japan,science fiction,visually stunning,easily confused with other movie(s) (title),1980s,adventure,Elisabeth Shue,great soundtrack,teen,worth watching,Teen movie,80s nostalgia,aliens,androids,campy,cross dressing,great soundtrack,homosexuality,music,parody,alternate endings,animation,thought-provoking,time loop,80s,classic,John Hughes,Matthew Broderick,teen movie,anime,real time,Teen movie,80s nostalgia,fantasy,heroic fantasy,pulp,sword and sorcery,Teen movie,Ancient Greeks,bad acting,bad fx,Claymation,Greek mytholog,Laurence Olivier,mythology,sword and sandal,John Cusack,multiple storylines,psychology,serial killer,split personality,twist ending,alan moore,B-movie,captain nemo,pulp,steampunk,Action,alien invasion,aliens,future,Japan,Japanese,time travel,underrated,action,comic book,Riddick,sci-fi,shallow plot,space,Vin Diesel,action,comic book,love story,marvel,Oscar (Best Effects - Visual Effects),sequel,superhero,amazing photography,Beautiful,China,fantasy,kung fu,overrated,poor plot,unrealistic,classic,surreal,surrealism,anime,cats,foreign language,ghibli,Hayao Miyazaki,Japan,Studio Ghibli,teenage girl,teenager,writer,writers,humor,Japanese,open ending,samurai,too short,amazing photography,badass,black and white,rock music,superhero,inferior sequel,Japan,Studio Ghibli,anime,complicated plot,Dynamic CGI Action,future,great anime,sci-fi,soundtrack,techno-evolution,technology,Japan,Tokyo,anime,katsuhiro otomo,steampunk,atmospheric,Russia,Timur Bekmambetov,action,cloning,dystopia,Ewan McGregor,freedom,genetics,immortality,Michael Bay,multiple roles,product placement,Scarlett Johansson,sci-fi,surprise ending,Jim Jarmusch,Teen movie,exaggerated,fantasy,japan,japanese,love,ninja,ninjas,supernatural powers,Teen movie,Teen movie,family drama,Teen movie,geeks,Teen movie,intellectual,philosophical,real time,sci-fi,science fiction,thought-provoking,britain,Post apocalyptic,post-apocalyptic,sci-fi,silly,unintentional comedy,Angelina Jolie,gun fu,Morgan Freeman,over the top,unrealistic action,future,post-apocalyptic,ridiculous,roleplaying game,terrible plot,too long,60s,alcohol,alcoholism,entirely dialogue,good acting,good direction,Japanese,marriage,Old,sexism,slice of life,YasujirÃ´ Ozu,Yasujiro Ozu,badass,bromance,cinematography,fights,gangs,japan,stunning,Takashi Miike,yakuza,anti-hero,funny,good dialogue,great soundtrack,joss whedon,low budget,mad scientist,parody,sci-fi,short,superhero,twist ending,Dragon Ball,inaccurate adaptation,not faithful to the book,ridiculous characters,artificial intelligence,cloning,death,directorial debut,dystopia,future,interesting,Kevin Spacey,moon,psychology,robot,Sci-fi,science,technology,twist ending,comic book,Marvel,sci-fi,superhero,bad plot,cheesy,Joseph Gordon-Levitt,sci-fi,Bill Murray,campy,clever,funny,parody,post-apocalyptic,based on a book,character driven,excellent acting,innovative,low budget,original,suspenseful,zombies,anime,forgettable,Japanese,slow paced,unexplained things,war,based on a comic,geek,surreal,video games,visually appealing,Adapted from: video game,bad acting,bad adaptation,predictable,French,psychic powers,unresolved,3D,animation,Disney,fairy tale,mother daughter relationship,musical,Ron Perlman,singing,visually appealing,Alien Invasion,aliens,evil ending,sci-fi,anti-hero,comic book,funny,parody,Korean,action,alien,cheesy,childish plot,cliche,sci-fi,superhero,supernatural,anime,anime cliches,computers,family,Japanese,Mamoru Hosoda,virtual reality,insanity,martial arts,stupid,thin story,video games,visually stunning,war,feudal japan,japan,samurai,sword fight,audience intelligence underestimated,bad ending,bad plot,J.J. Abrams,sci-fi,small town,ambiguous,apocalyptic,apocalyptic storm,dreams,premonition,psychology,genital mutilation,Greek mythology,poor plot,ridiculous,Christian Bale,plot twist,superhero,Greek mythology,clever,dark comedy,original,plot twist,satire,social commentary,weird,short,short movie,1970s,atmospheric,based on a book,complicated,dystopia,future,Hugh Grant,independent film,Nudity (Topless),philosophy,sci-fi,social commentary,thought-provoking,Tom Hanks,visually appealing,Japan,well transformed from manga to live action,anime,fantasy,growing up,japanese,moving,nature,nature vs. civilization,rebellion,rural,rural Japan,school,single mother,werewolves,animation,childish,Japanese,stupid main character,bad ending,death,death/fatality,japanese,slow rythm,weird characters,Christopher Nolan,comic book,Henry Cavill,Over-the-top action.,product placement,superhero,Superman,visually appealing,Zack Snyder,aliens,anime,giant robots,happy ending,Kaiju,mecha,Rinko Kikuchi,robots,Ron Perlman,sci-fi,subgenre:Kaiju,visually appealing,adapted from:book series,alien invasion,aliens,based on a book,children acting like adults,deception,Good adaptation,good adaptation of the book,military,space,twist ending,gnosticism,Plot twist,post-apocalyptic,social commentary,violence,visually interesting--that's about it,great acting,japanese,japanese language,great soundtrack,Marvel,overrated,poor plot,sci-fi,space,talking animals"
5049,89454,"good message,Great movie,great cast excellent,action packed,comic,ok,escapist action,good,childhood classics,okay once,okay once,silly fun,sacrilegous,Great movie,silly but good,silly fun,Bill Murray,drugs,Woody Harrelson,Jim Carrey,juvenile,okay once,juvenile,fantasy,must see,must see,read book first,Amazing Cinematography,Christian Bale,dystopia,must see,read book first,good message,Great movie,good concept,escapist action,Great movie,must see,must see,read book first,propaganda,moore,marijuana,stoner comedy,sci-fi,the man they call jane,propaganda,propaganda,Jack Black,silly"
5057,89564,"college,racism,depressing,horrible,boring,pretentious,dark comedy,satire"
5068,89799,"based on a book,easily confused with other movie(s) (title)"
5073,89869,"dark comedy,great editing,great soundtrack,John Travolta,nonlinear,Quentin Tarantino,quirky,Samuel L. Jackson,very funny,funny,heartwarming,meaning of life,coming of age,atmospheric,classic,creepy,vague ending,the end of the world,detective,great dialogue,Hope,Xmas,black and white,disturbing,zombies,futuristic,enigmatic,great soundtrack,Krzysztof Kieslowski,melancholy,better than original,horror,monster,sci-fi,space,suspense,atmospheric,death,existentialism,Ingmar Bergman,religion,atmospheric,Fritz Lang,aliens,alternate reality,dark,dark fantasy,dystopia,film noir,thought-provoking,visually appealing,moody,stylized,science fiction,silent film,Excellent soundtrack,Alfred Hitchcock,great concept,murder,women,homosexuality,atmospheric,dreamlike,Russian,Criterion,atmospheric,dreamlike,death,existentialism,sad,atmospheric,love triangles,music,stylized,visually stunning,Wong Kar-wai,Mexico,MAFIA LIFE,Alfonso Cuaron,bittersweet,coming of age,Erotic,Mexico,Akira Kurosawa,multiple storylines,nonlinear,surreal,Almodovar,brutal,disturbing,hard to watch,rape,reverse timeline,Clint Eastwood,crime,Dark,great acting,Kevin Bacon,mystery,Sean Penn,twist ending,love,Paris,sex,gay,jealousy,slow,too long,surrealism,Los Angeles,existentialism,intelligent,Naomi Watts,philosophy,dreamlike,love triangles,Wong Kar-wai,brutal,stylized,vengeance,revenge,twist ending,Africa,genocide,true story,war,Bill Murray,Cate Blanchett,great soundtrack,heartwarming,Wes Anderson,boring,slow,unlikable characters,boring,insanity,ugly,brother-brother relationship,crime,family,revenge,Too french,trees,friendship relations,Ricardo Darin,based on a comic,Gwyneth Paltrow,Marvel,Mickey Rourke,Samuel L. Jackson,Scarlett Johansson,great performances,Michelle Williams,painful,thought provoking,unlikeable characters,léa seydoux,alternate reality,Christopher Nolan,mindfuck,multiple interpretations,visually appealing,based on a book,Coen Brothers,Jeff Bridges,Matt Damon,Western,beautifully filmed,cinematography,thought-provoking,disjointed,nihilism,slow,3D,bad acting,setting:Paris,jokes,based on a true story,feel good movie,friendship,funny,hilarious,clever,dark comedy,funny,joss whedon,meta,original,original plot,plot twist,Bruce Willis,dialogue,love story,quirky,stylized,great script,cinematography,Dystopia,post-apocalyptic,stylized,Mads Mikkelsen,painful to watch,pedophilia,social rejection,suspenseful,Jennifer Lawrence,mental illness,incest,melancholy,post war,tear,tragic,Ethan Hawke,Julie Delpy,beautiful,Chan-wook Park,dark,beautiful photography,colors,drugs,growing up,guns,nightlife,sexual,youth,bad execution,pretentious,documentary,happiness,slow,unlikable characters,A Streetcar Named Desire,cinematography,sandra bullock,visually appealing,bourgeoisie,coming of age,slow,so french,too long,photography,irrelevant,unnecessary sequel,beautiful animation,confusing,emotional struggle,epic battles,superior sequel,uncomfortable,Ben Stiller,inspirational,photography,travel,chris evans,dystopia,Joon-ho Bong,post-apocalyptic,social commentary,atmospheric,death,existentialism,music,Tilda Swinton,based on a book,complex characters,dystopia,female protagonist,cinematography,funny,stylized,Wes Anderson,bad dialogue,corny,inspiring,plot holes,beautiful photography,creepy,dark,slow,unnerving,Alejandro González Iñárritu,great performances,photography,Ambitious,Ethan Hawke,great dialogue,likeable characters,realism,Maggie Gyllenhaal,Michael Fassbender,soundtrack,all-star cast,characters with individual goals,great characters,great soundtrack,raccoon,Benedict Cumberbatch,cryptography,genius,homosexuality,dark humor,violence,boring,heartwarming,Cantinflas,hilarious,Mexico"
5075,89891,"spannend,funny,math,funny,anders,math,sad,sad,funny,funny"
5080,90045,Pixar
5087,90191,"cyberpunk,dreamlike,Philip K. Dick,surreal,memory,surreal,film noir,Harrison Ford,Lucas,Steven Spielberg,gore,low budget,thriller,surreal,Stanley Kubrick,Kevin Costner,Christian Bale,dark comedy,Geena Davis,Christopher Walken,memory,mysticism,Alan Arkin,nonlinear,inventor,Arnold Schwarzenegger,Fred MacMurray,Humphrey Bogart,Dustin Hoffman,Kevin Spacey,Sam Rockwell"
5091,90242,R
5094,90381,"archaeology,Indiana Jones,Nazis,drugs,dinosaurs,time travel,wes craven thriller"
5096,90422,"space,SF,SF,space,definitive,love this movie,SF,space,romantic,SF,love this movie,SF,romantic,SF,SF,love this movie,space,SF,SF,SF,love this movie,love this movie,SF,SF,romantic,love this movie,SF,time travel,SF"
5098,90462,"treasure,treasure,arnold,dark hero,arnold,arnold,arnold,dark hero,noir thriller,neo-noir,arnold,noir thriller,noir thriller,cheerleading,spielberg,treasure,dark hero,spielberg,mars,conspiracy theory,stranded,neo-noir,mars,stranded,spielberg,spielberg,dragon,conspiracy theory,dark hero,conspiracy theory,conspiracy theory,arnold,screwball comedy,stranded,mountain climbing,noir thriller,neo-noir,cheerleading,stranded,short-term memory loss,neo-noir,noir thriller,short-term memory loss,spielberg,dragon,spielberg,short-term memory loss,treasure,short-term memory loss,dragon,noir thriller,stranded,dark hero,short-term memory loss,treasure,nothing better than this,treasure,dragon"
5100,90500,superheros
5101,90513,"gory fun,remake,zombies"
5102,90514,bleak
5103,90550,"Jim Carrey,Richard Gere,Richard Gere,Johnny Depp"
5104,90569,A wonderful satire address the importance American society has placed on cultural savvy and political connectedness over intellect/critical thinking.
5108,90615,"007,action,James Bond,Pierce Brosnan,cult film,Quentin Tarantino,Sci-Fi,Star Trek,Jim Carrey,Dennis Hopper,Nicolas Cage,Jeff Bridges,Tommy Lee Jones,Meg Ryan,Tom Hanks,Charlie Sheen,Alaska,British,Monty Python,satire,Erotic,Michael Douglas,San Francisco,Sharon Stone,comedy,music,notable soundtrack,rhythm & blues,road movie,Bruce Campbell,dark humor,splatter,zombies,Borg,sci-fi,Star Trek,Star Trek,William Shatner,Leonard Nimoy,Science Fiction,Star Trek,William Shatner,Leonard Nimoy,Star Trek,William Shatner,Star Trek,William Shatner,Jack Nicholson,stupid,two hours of suck,Ben Kingsley,Dan Aykroyd,hacking,Robert Redford,spying,Jim Carrey,cult film,Brendan Fraser,stupid,Ewan McGregor,George Lucas,Jar Jar Binks,Natalie Portman,Samuel L. Jackson,sci-fi,space,Star Wars,atmospheric,Edward Norton,philosophy,psychology,twist ending,violence,Mel Brooks,parody,space,Michael Douglas,parody,Sigourney Weaver,Star Trek,Tony Shalhoub,prison,prison escape,car chase,Mel Gibson,post apocalyptic,post-apocalyptic,Bruce Campbell,cult film,dark humor,zombies,Mel Gibson,sci-fi,Christian Bale,Star Trek,Tommy Lee Jones,con artists,plot twist,twist ending,John Cusack,twist ending,Jack Black,music,rock and roll,Russell Crowe,Ben Stiller,Vince Vaughn,Clive Owen,Keira Knightley,Beautiful Woman,DC Comics,Halle Berry,super-hero,Jean-Claude Van Damme,batman,Christian Bale,Clive Owen,Denzel Washington,Jodie Foster,twist ending,atmospheric,Christian Bale,Hugh Jackman,Michael Caine,nonlinear,Scarlett Johansson,twist ending,overrated,Christianity,John Goodman,Morgan Freeman,corporate espionage,George Clooney,lawyers,Batman,Christian Bale,Heath Ledger,Morgan Freeman,superhero,Edward Norton,prison,Val Kilmer,Paul Rudd,Til Schweiger,Uwe Boll,alternate reality,big budget,future,plot twist,realistic,space,Star Trek"
5109,90618,"Good OST,good science,relativity,sounds,space,spectacle,thought-provoking,Tanks"
5110,90638,"Worst movie ever,zombies"
5115,90709,"confusing,confusing plot,memorable sequence,heroin,docufiction,man vs. nature,freedom,slavery,Not so cheesy"
5126,90883,"remake,soccer,Oompa Loompas,gangsters,good dialogue,poetry,Robin Williams,suicide,twist ending,Crime,Mickey Rourke,christianity,christianity,Holocaust,bicycling,Latvian animators,America,Great Soundtrack,Che Guevara,road trip,candy,chocolate,grandparents,mother daughter relationship,MOTHERS AND DAUGHTERS,Oompa Loompas,twist ending,humor,sarcasm,football,murder,Will Ferrell,Civil War,Audrey Tautou,French,bruce willis,IT fail,Alain Sachs,Audrey Tautou,FranÃ§oise Bertin,Guillaume Canet,Laurent Stocker,love triangle,stuttering,copywriting,French,Not available from Netflix,Sauerkraut,action,Albanians,crime,Paris,thriller,Elijah Wood,PenÃ©lope Cruz,Bangkok,crime,Argentina,Maradona,gang brawls,italy,mafia,Crime,Guy Ritchie,John Malkovich,India,secret service,slow start,heist,Morgan Freeman,Radha Mitchell,unrealistic,Adolf Hitler,Quentin Tarantino,satire,Derby County,English football,Leeds United,soccer,Beethoven,cello,homeless,Jamie Foxx,Journalist,Los Angeles,schizophrenia,violin,Mickey Rourke,New York City,subway,Zooey Deschanel,France,biography,Estonia,Estonian,opera,operetta,airport,gay,mental hospital,psychiatry,ending twist,Martin Scorsese,Johnny Depp,Tim Burton,Pakistan,slow moving plot,twist ending,USA,Tom Cruise,unrealistic,lesbians,unrealistic,snow,Mickey Rourke,advertising,Amber Heard,american dream,Audi,bad ending,Ben Hollingsworth,consumerism,David Duchovny,Demi Moore,Gary Cole,marketing,money,slow,children,classmates,grandfather,love,school,stock market,1950s,animation,gay,based on a true story,stammering,Angelina Jolie,Johnny Depp,Venice,violent,poop humor,Owen Wilson,cinematography,Nudity (Topless - Notable),4:3,word game,gadget car,gadgets,unrealistic,cheesy,intense,Gipsy,unrealistic,boy scouts,Mexico,prison,bicycling,bike messengers,silly,plotless,cia,James Gandolfini,plane crash,musical,Piracy,Las Vegas,dog,Fance,shallow characters,hotel,Greece,cooking,robotics"
5128,90963,"Movie I didn't watch to the end,Movie I didn't watch to the end"
5129,90968,"J.T. Walsh,screenwriters,screenwriting"
5130,90996,spoof
5143,91238,"melancholic,historical,revolution,friendship,friendship,revolution,man versus machine,historical,children,war movie,man versus machine,friendship,tokyo,series,bullying,series,historical,melancholic,series,revolution,friendship,series,sword fighting,war movie,children,friendship,tokyo,bullying,man versus machine,superheroes,superheroes,wwii,japanese,wwii,family,wwii,war movie,historical,wwii,children,superheroes,man versus machine,man versus machine,revolution,japanese,superheroes,children,historical,superheroes,superheroes,homosexual,business,college,fame,friendship,family,work,business,Capitalism,Government,Independence,Individualism,Objectivism,college,growth,may december romance,supernatural powers,teenage angst,ayn rand,business,Capitalism,free will,Government,individualism,looters,money,moochers,objectivism,redistribution,socialism,retro,anime based,hero,Japan,samuri,war,Comedy,Misfit,Stalking"
5152,91357,"katsomattomat,katsomattomat,katsomattomat,katsomattomat,katsomattomat,katsomattomat,katsomattomat,katsomattomat,katsomattomat,katsomattomat,katsomattomat,katsomattomat,katsomattomat,katsomattomat,katsomattomat,katsomattomat,katsomattomat,katsomattomat,katsomattomat,katsomattomat,katsomattomat,katsomattomat"
5156,91411,missle launher
5160,91478,Nudity (Topless)
5161,91484,"beautiful,dreamlike,inspirational"
5165,91544,"Disney,geeks,high school,imagination,John Cusack,love,mockumentary,no dialogue,memory,metaphorical,stylized,thought-provoking,wake up,martial arts,corporate control,dream within a dream,espionage,heroism,Mars,memories,Philip K. Dick,terrorism,James Bond,musical,rotoscoping,cultural classic,heroine,metaphorical,spelling bee,religion,martial arts,quirky,Jackie Chan,martial arts,stunts,environment,global warming,sustainability,dark,Hong Kong,justice,metaphorical,police,post-apocalyptic,zombies,health care,abuse of power,Iraq War,animation,Israel,1980s,alternate history,author:Alan Moore,actual footage,artist,law breaking,suspenseful,twin towers,animation,shallow,1980s,adolescence,coming of age,love story,swedish,vampire,character based on real person:George W. Bush,family drama,family dynamics,political family,cannibalism,post-apocalyptic,tense,Jean-Claude Van Damme,robbery,Character study,sport:professional wrestling,autism,Kick-Butt Women,stunt woman,thailand,religious propaganda,Nazis,tense,violence,World War II,dreams,addiction,adrenaline junkie,cliche,Iraq,Excellent FXs,robots,corn industry,genius,mental illness,paranoia,price fixing,bad science,Fern Gully,plot,dream within a dream,weightlessness,metaphor,political,boobies guns and blood!,Michelle Rodriguez,over the top violence,Steven Seagal,based on a true story,Colin Firth,mumbly,AI,biotech,death,Ray Kurzweil,singularity,stand-up comedy,stereotyped characters,espionage,brutal,martial arts,dark,dystopia,satire,contemplative,music,similar to Baraka,time-lapse,rob from the insurance companies,cannibalism,connection,help others,consciousness,DEATH OF A SPOUSE,independent film,meaning of love,race issues,artificial intelligence,joaquin phoenix,loneliness,meaning of life,Scarlett Johansson,anti-violence,predator,brutal,car chase,Indonesia,mafia,martial arts,silat,Marvel,Teamwork"
5167,91559,"camp,Reese Witherspoon,Based on a TV show,Christina Ricci,Christopher Lloyd,quirky,sword fight,cult film,so bad it's good,Criterion,FranÃ§ois Truffaut,France,Francois Truffaut,GÃ©rard Depardieu,Gerard Depardieu,Nazis,stage,World War II,experimental,no cuts,chick flick,Diane Lane,girlie movie,pretty but pointless,Sandra Oh,scenic,Tuscany,British gangster,caper movie,Colm Meaney,daniel craig,Nicole Kidman,Nudity (Full Frontal),Robert Downey Jr.,friendship,heartbreaking,Mourning,Pixar,sad intro,storytelling,talking dog,Not enough action,Stylised,beautiful cinematography,charlize theron,Chris Hemsworth,Kristen Stewart,main character is boring,visuals,weak plot,Bechdel Test:Fail,Boston,CG animation,crude humor,directorial debut,Mark Wahlberg,Mila Kunis,Patrick Stewart,Action,kung fu,Lucy Liu,martial arts,Russell Crowe,RZA,story,terrible dialogue,visually appealing,exaggerated,pacing,Simon Pegg,slow start,Brian Posehn,Peter Dinklage,Summer Glau"
5168,91572,"boring,slow paced,war"
5170,91598,"great book,terrible movie."
5174,91709,"classic,Japan,Kurosawa,samurai"
5177,91793,"Dialog & characters ring true despite pat coincidence & stereotyping,animation,Germany"
5178,91969,Ancient Greece
5185,92104,"women in the workplace,David Lynch,girl positive,girl power"
5194,92362,"Can't remember,autowash,multipass,phone booth,phone booth,underrated,phone booth,phone booth,better than I expected"
5202,92472,"better than the american version,unbearable,Japanese Madness,mmm... brains...,fucking awesome,Jack Black,rock and roll,aliens,fake documentary,genetics,humor,IMDB Top 250,intelligent sci-fi,segregation,Special Effects,style,weapons"
5204,92499,"Kevin Costner,Kevin Costner,dark,adult"
5207,92621,"Danny Boyle,women in prison"
5209,92636,"twisted ending,con artists,funny,comedy,art,consumerism,graffiti,Thierry Guetta"
5210,92637,"Amateur Porn,Kevin Smith,racist humor,Seth Rogen,Sex Comedy,Sexual Humor,Star Wars,watch the credits"
5214,92706,"weird,great ending,original,great ending,great acting,storytelling,cult classic,loneliness,dramatic,family,NC-17,action,relationships,storytelling,great acting,great ending,gay,homosexuality,family,dramatic,homosexual theme,NC-17,great acting,relationships,great acting,oscar (best directing),talky,talky,talky,family,family,mentor,NC-17,weird,NC-17,cerebral,visually appealing,weird,cult classic,criterion,cult classic,talky,talky,dramatic,relationships,mentor,NC-17,visually appealing,action,action,great acting,horror,relationships,mentor,action,cerebral,horror,weird,story,action,relationships,original,horror,comedy,story,comedy,story,mentor,horror,great ending,great acting,dramatic,horror,spanish farce,cult classic,family,NC-17,NC-17,homosexuality,comedy,talky,gay,cult classic,action,storytelling,comedy,cult classic,evangelical christian trash,propaganda,storytelling,horror,visually appealing,cerebral,original,weird,family,evangelical christian trash,propaganda,loneliness,loneliness,dramatic,comedy,story,spanish farce,NC-17,gay,story,NC-17,propaganda,criterion,storytelling,groundbreaking,Homosexuality,NC-17,Nudity (Full Frontal),spanish farce,comedy,doesn't change the fact that Che slaughtered a plethora of Cubans,homosexuality,NC-17,relationships,male nudity,NC-17,transsexuals,propaganda,storytelling,male nudity,gay marriage,homosexuality,(not really) a true story,visually appealing,evangelical christian trash,propaganda,mumblecore,easily confused with other movie(s) (title),corruption,coverup,the catholic church is the most corrupt organization in history,story,NC-17,evangelical christian trash,propaganda,visually appealing,gay,evangelical christian trash,cerebral"
5221,92861,Disappointing from two geniuses
5222,92882,scary
5227,92980,"Boring,Nudity (Rear)"
5231,93024,alternate reality
5237,93130,"jason lee,tecnicolor,creepy"
5238,93140,"own,Fuck"
5239,93146,"artificial intelligence,cosmic,evolution,HAL 9000,claymation,English,penguins gone wrong,smart pets,black music culture snl 80's,want to see,anti-Western,corporate greed,critique of capitalism,snow,assassination,black history,radical,repression"
5243,93234,"atmospheric,stylized,atmospheric,stylized,surreal,off-beat comedy"
5250,93316,Disturbing and moving
5253,93350,"dark,documentary,indie,animation,documentary,intellectual"
5254,93387,karate
